set_id,session_id,exercise_name,exercise_category,set_number,reps,weight_lb,distance_yards,duration_seconds,jump_count,perceived_difficulty_1_10,notes
15208,2740,Bulgarian Split Squat,lower_strength,1,8.0,199.7,,,,7,
15209,2740,Bulgarian Split Squat,lower_strength,2,8.0,113.8,,,,8,
15210,2740,Bulgarian Split Squat,lower_strength,3,8.0,123.0,,,,6,
15211,2740,Seated Calf Raise,lower_strength,1,10.0,156.6,,,,5,
15212,2740,Seated Calf Raise,lower_strength,2,10.0,89.3,,,,8,
15213,2740,Seated Calf Raise,lower_strength,3,10.0,238.4,,,,6,
15214,2741,Pogos,plyometric,1,20.0,,,,20.0,7,
15215,2741,Pogos,plyometric,2,20.0,,,,20.0,8,
15216,2741,Pogos,plyometric,3,20.0,,,,20.0,6,
15217,2741,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
15218,2741,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
15219,2741,Depth Jumps,plyometric,3,5.0,,,,5.0,6,
15220,2742,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
15221,2743,Backward Treadmill Walk,recovery,1,,,,10.0,,5,
15222,2743,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
15223,2743,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
15224,2743,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
15225,2743,Calf Iso Hold,isometric,1,,,,30.0,,4,
15226,2743,Calf Iso Hold,isometric,2,,,,30.0,,5,
15227,2743,Calf Iso Hold,isometric,3,,,,30.0,,4,
15228,2744,Bulgarian Split Squat,lower_strength,1,8.0,126.9,,,,8,
15229,2744,Bulgarian Split Squat,lower_strength,2,8.0,173.2,,,,9,
15230,2744,Bulgarian Split Squat,lower_strength,3,8.0,167.2,,,,8,
15231,2744,Seated Calf Raise,lower_strength,1,10.0,137.5,,,,9,
15232,2744,Seated Calf Raise,lower_strength,2,10.0,209.1,,,,8,
15233,2744,Seated Calf Raise,lower_strength,3,10.0,223.1,,,,7,
15234,2745,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
15235,2745,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
15236,2747,Back Squat,lower_strength,1,6.0,131.8,,,,8,
15237,2747,Back Squat,lower_strength,2,6.0,191.4,,,,7,
15238,2747,Back Squat,lower_strength,3,6.0,126.6,,,,5,
15239,2747,Trap Bar Deadlift,lower_strength,1,5.0,94.0,,,,5,
15240,2747,Trap Bar Deadlift,lower_strength,2,5.0,69.6,,,,7,
15241,2747,Trap Bar Deadlift,lower_strength,3,5.0,126.8,,,,7,
15242,2747,Romanian Deadlift,lower_strength,1,8.0,128.3,,,,8,
15243,2747,Romanian Deadlift,lower_strength,2,8.0,83.3,,,,9,
15244,2747,Romanian Deadlift,lower_strength,3,8.0,54.9,,,,6,
15245,2747,Bulgarian Split Squat,lower_strength,1,8.0,136.8,,,,6,
15246,2747,Bulgarian Split Squat,lower_strength,2,8.0,140.5,,,,7,
15247,2747,Bulgarian Split Squat,lower_strength,3,8.0,119.4,,,,7,
15248,2747,Seated Calf Raise,lower_strength,1,10.0,208.0,,,,7,
15249,2747,Seated Calf Raise,lower_strength,2,10.0,167.5,,,,6,
15250,2747,Seated Calf Raise,lower_strength,3,10.0,185.0,,,,6,
15251,2748,Approach Jumps,plyometric,1,4.0,,,,4.0,3,
15252,2748,Approach Jumps,plyometric,2,4.0,,,,4.0,4,
15253,2748,Approach Jumps,plyometric,3,4.0,,,,4.0,4,
15254,2748,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
15255,2748,Pogos,plyometric,1,20.0,,,,20.0,5,
15256,2748,Pogos,plyometric,2,20.0,,,,20.0,5,
15257,2748,Pogos,plyometric,3,20.0,,,,20.0,6,
15258,2748,Depth Jumps,plyometric,1,5.0,,,,5.0,5,
15259,2748,Depth Jumps,plyometric,2,5.0,,,,5.0,4,
15260,2748,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
15261,2748,Seated Box Jumps,plyometric,1,5.0,,,,5.0,4,
15262,2748,Seated Box Jumps,plyometric,2,5.0,,,,5.0,6,
15263,2748,Seated Box Jumps,plyometric,3,5.0,,,,5.0,6,
15264,2749,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
15265,2749,Gameplay,volleyball,1,60.0,,,3600.0,,4,
15266,2750,Backward Treadmill Walk,recovery,1,,,,10.0,,4,
15267,2750,Spanish Squat Iso Hold,isometric,1,,,,30.0,,5,
15268,2750,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
15269,2750,Spanish Squat Iso Hold,isometric,3,,,,30.0,,5,
15270,2750,Calf Iso Hold,isometric,1,,,,30.0,,5,
15271,2750,Calf Iso Hold,isometric,2,,,,30.0,,3,
15272,2750,Calf Iso Hold,isometric,3,,,,30.0,,5,
15273,2751,Trap Bar Deadlift,lower_strength,1,5.0,157.3,,,,4,
15274,2751,Trap Bar Deadlift,lower_strength,2,5.0,82.2,,,,7,
15275,2751,Trap Bar Deadlift,lower_strength,3,5.0,133.4,,,,5,
15276,2751,Romanian Deadlift,lower_strength,1,8.0,186.2,,,,8,
15277,2751,Romanian Deadlift,lower_strength,2,8.0,152.3,,,,5,
15278,2751,Romanian Deadlift,lower_strength,3,8.0,81.2,,,,7,
15279,2751,Bulgarian Split Squat,lower_strength,1,8.0,133.7,,,,7,
15280,2751,Bulgarian Split Squat,lower_strength,2,8.0,60.3,,,,5,
15281,2751,Bulgarian Split Squat,lower_strength,3,8.0,104.1,,,,5,
15282,2751,Seated Calf Raise,lower_strength,1,10.0,119.0,,,,7,
15283,2751,Seated Calf Raise,lower_strength,2,10.0,229.5,,,,6,
15284,2751,Seated Calf Raise,lower_strength,3,10.0,183.8,,,,6,
15285,2752,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
15286,2752,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
15287,2754,Back Squat,lower_strength,1,6.0,134.1,,,,3,
15288,2754,Back Squat,lower_strength,2,6.0,144.6,,,,5,
15289,2754,Back Squat,lower_strength,3,6.0,114.9,,,,8,
15290,2754,Trap Bar Deadlift,lower_strength,1,5.0,103.5,,,,6,
15291,2754,Trap Bar Deadlift,lower_strength,2,5.0,229.3,,,,4,
15292,2754,Trap Bar Deadlift,lower_strength,3,5.0,167.0,,,,6,
15293,2754,Romanian Deadlift,lower_strength,1,8.0,124.3,,,,7,
15294,2754,Romanian Deadlift,lower_strength,2,8.0,182.5,,,,7,
15295,2754,Romanian Deadlift,lower_strength,3,8.0,114.5,,,,6,
15296,2754,Bulgarian Split Squat,lower_strength,1,8.0,157.1,,,,7,
15297,2754,Bulgarian Split Squat,lower_strength,2,8.0,247.2,,,,6,
15298,2754,Bulgarian Split Squat,lower_strength,3,8.0,202.9,,,,8,
15299,2754,Seated Calf Raise,lower_strength,1,10.0,187.6,,,,4,
15300,2754,Seated Calf Raise,lower_strength,2,10.0,115.0,,,,6,
15301,2754,Seated Calf Raise,lower_strength,3,10.0,84.0,,,,8,
15302,2756,Serve Receive,volleyball,1,20.0,,,1200.0,,4,
15303,2757,Backward Treadmill Walk,recovery,1,,,,10.0,,1,
15304,2757,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
15305,2757,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
15306,2757,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
15307,2757,Calf Iso Hold,isometric,1,,,,30.0,,3,
15308,2757,Calf Iso Hold,isometric,2,,,,30.0,,4,
15309,2757,Calf Iso Hold,isometric,3,,,,30.0,,3,
15310,2758,Back Squat,lower_strength,1,6.0,135.3,,,,5,
15311,2758,Back Squat,lower_strength,2,6.0,95.1,,,,6,
15312,2758,Back Squat,lower_strength,3,6.0,209.6,,,,6,
15313,2758,Trap Bar Deadlift,lower_strength,1,5.0,131.7,,,,5,
15314,2758,Trap Bar Deadlift,lower_strength,2,5.0,116.9,,,,7,
15315,2758,Trap Bar Deadlift,lower_strength,3,5.0,208.9,,,,6,
15316,2758,Romanian Deadlift,lower_strength,1,8.0,142.5,,,,7,
15317,2758,Romanian Deadlift,lower_strength,2,8.0,182.0,,,,6,
15318,2758,Romanian Deadlift,lower_strength,3,8.0,146.4,,,,7,
15319,2758,Seated Calf Raise,lower_strength,1,10.0,134.6,,,,7,
15320,2758,Seated Calf Raise,lower_strength,2,10.0,208.9,,,,5,
15321,2758,Seated Calf Raise,lower_strength,3,10.0,95.3,,,,5,
15322,2759,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
15323,2759,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
15324,2759,Gameplay,volleyball,1,60.0,,,3600.0,,8,
15325,2761,Back Squat,lower_strength,1,6.0,128.8,,,,6,
15326,2761,Back Squat,lower_strength,2,6.0,26.2,,,,6,
15327,2761,Back Squat,lower_strength,3,6.0,229.6,,,,6,
15328,2761,Trap Bar Deadlift,lower_strength,1,5.0,170.0,,,,7,
15329,2761,Trap Bar Deadlift,lower_strength,2,5.0,166.9,,,,7,
15330,2761,Trap Bar Deadlift,lower_strength,3,5.0,237.6,,,,6,
15331,2761,Bulgarian Split Squat,lower_strength,1,8.0,194.7,,,,6,
15332,2761,Bulgarian Split Squat,lower_strength,2,8.0,200.4,,,,7,
15333,2761,Bulgarian Split Squat,lower_strength,3,8.0,126.0,,,,6,
15334,2762,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
15335,2762,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
15336,2762,Approach Jumps,plyometric,3,4.0,,,,4.0,9,
15337,2762,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
15338,2762,Pogos,plyometric,1,20.0,,,,20.0,7,
15339,2762,Pogos,plyometric,2,20.0,,,,20.0,7,
15340,2762,Pogos,plyometric,3,20.0,,,,20.0,6,
15341,2762,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
15342,2762,Depth Jumps,plyometric,2,5.0,,,,5.0,8,
15343,2762,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
15344,2763,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
15345,2763,Gameplay,volleyball,1,60.0,,,3600.0,,5,
15346,2766,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
15347,2766,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
15348,2768,Trap Bar Deadlift,lower_strength,1,5.0,146.3,,,,4,
15349,2768,Trap Bar Deadlift,lower_strength,2,5.0,231.4,,,,5,
15350,2768,Trap Bar Deadlift,lower_strength,3,5.0,168.0,,,,4,
15351,2768,Romanian Deadlift,lower_strength,1,8.0,98.1,,,,5,
15352,2768,Romanian Deadlift,lower_strength,2,8.0,179.4,,,,5,
15353,2768,Romanian Deadlift,lower_strength,3,8.0,154.5,,,,5,
15354,2768,Bulgarian Split Squat,lower_strength,1,8.0,119.1,,,,5,
15355,2768,Bulgarian Split Squat,lower_strength,2,8.0,143.5,,,,5,
15356,2768,Bulgarian Split Squat,lower_strength,3,8.0,117.5,,,,6,
15357,2768,Seated Calf Raise,lower_strength,1,10.0,178.1,,,,3,
15358,2768,Seated Calf Raise,lower_strength,2,10.0,134.4,,,,4,
15359,2768,Seated Calf Raise,lower_strength,3,10.0,169.8,,,,4,
15360,2769,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
15361,2769,Approach Jumps,plyometric,2,4.0,,,,4.0,5,
15362,2769,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
15363,2769,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
15364,2769,Pogos,plyometric,1,20.0,,,,20.0,5,
15365,2769,Pogos,plyometric,2,20.0,,,,20.0,7,
15366,2769,Pogos,plyometric,3,20.0,,,,20.0,6,
15367,2769,Seated Box Jumps,plyometric,1,5.0,,,,5.0,6,
15368,2769,Seated Box Jumps,plyometric,2,5.0,,,,5.0,6,
15369,2769,Seated Box Jumps,plyometric,3,5.0,,,,5.0,6,
15370,2770,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
15371,2770,Gameplay,volleyball,1,60.0,,,3600.0,,6,
15372,2771,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
15373,2771,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
15374,2771,Spanish Squat Iso Hold,isometric,2,,,,30.0,,2,
15375,2771,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
15376,2771,Calf Iso Hold,isometric,1,,,,30.0,,4,
15377,2771,Calf Iso Hold,isometric,2,,,,30.0,,2,
15378,2771,Calf Iso Hold,isometric,3,,,,30.0,,2,
15379,2772,Back Squat,lower_strength,1,6.0,167.4,,,,6,
15380,2772,Back Squat,lower_strength,2,6.0,211.9,,,,8,
15381,2772,Back Squat,lower_strength,3,6.0,204.2,,,,8,
15382,2772,Romanian Deadlift,lower_strength,1,8.0,151.9,,,,7,
15383,2772,Romanian Deadlift,lower_strength,2,8.0,192.0,,,,7,
15384,2772,Romanian Deadlift,lower_strength,3,8.0,151.6,,,,6,
15385,2772,Bulgarian Split Squat,lower_strength,1,8.0,201.0,,,,7,
15386,2772,Bulgarian Split Squat,lower_strength,2,8.0,170.3,,,,6,
15387,2772,Bulgarian Split Squat,lower_strength,3,8.0,202.8,,,,8,
15388,2772,Seated Calf Raise,lower_strength,1,10.0,78.9,,,,8,
15389,2772,Seated Calf Raise,lower_strength,2,10.0,111.9,,,,8,
15390,2772,Seated Calf Raise,lower_strength,3,10.0,75.0,,,,8,
15391,2773,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
15392,2773,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
15393,2775,Back Squat,lower_strength,1,6.0,190.2,,,,9,
15394,2775,Back Squat,lower_strength,2,6.0,170.7,,,,8,
15395,2775,Back Squat,lower_strength,3,6.0,250.9,,,,7,
15396,2775,Trap Bar Deadlift,lower_strength,1,5.0,93.9,,,,7,
15397,2775,Trap Bar Deadlift,lower_strength,2,5.0,134.6,,,,8,
15398,2775,Trap Bar Deadlift,lower_strength,3,5.0,91.1,,,,9,
15399,2775,Romanian Deadlift,lower_strength,1,8.0,175.3,,,,9,
15400,2775,Romanian Deadlift,lower_strength,2,8.0,60.7,,,,9,
15401,2775,Romanian Deadlift,lower_strength,3,8.0,215.1,,,,8,
15402,2775,Bulgarian Split Squat,lower_strength,1,8.0,114.1,,,,7,
15403,2775,Bulgarian Split Squat,lower_strength,2,8.0,210.2,,,,7,
15404,2775,Bulgarian Split Squat,lower_strength,3,8.0,133.7,,,,10,
15405,2776,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
15406,2776,Approach Jumps,plyometric,2,4.0,,,,4.0,6,
15407,2776,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
15408,2776,Approach Jumps,plyometric,4,4.0,,,,4.0,6,
15409,2776,Pogos,plyometric,1,20.0,,,,20.0,7,
15410,2776,Pogos,plyometric,2,20.0,,,,20.0,7,
15411,2776,Pogos,plyometric,3,20.0,,,,20.0,5,
15412,2776,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
15413,2776,Depth Jumps,plyometric,2,5.0,,,,5.0,7,
15414,2776,Depth Jumps,plyometric,3,5.0,,,,5.0,5,
15415,2776,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
15416,2776,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
15417,2776,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
15418,2777,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
15419,2777,Gameplay,volleyball,1,60.0,,,3600.0,,7,
15420,2778,Spanish Squat Iso Hold,isometric,1,,,,30.0,,3,
15421,2778,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
15422,2778,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
15423,2778,Calf Iso Hold,isometric,1,,,,30.0,,4,
15424,2778,Calf Iso Hold,isometric,2,,,,30.0,,6,
15425,2778,Calf Iso Hold,isometric,3,,,,30.0,,3,
15426,2779,Back Squat,lower_strength,1,6.0,200.1,,,,9,
15427,2779,Back Squat,lower_strength,2,6.0,136.6,,,,9,
15428,2779,Back Squat,lower_strength,3,6.0,166.5,,,,9,
15429,2779,Trap Bar Deadlift,lower_strength,1,5.0,100.7,,,,8,
15430,2779,Trap Bar Deadlift,lower_strength,2,5.0,155.5,,,,10,
15431,2779,Trap Bar Deadlift,lower_strength,3,5.0,52.1,,,,6,
15432,2779,Bulgarian Split Squat,lower_strength,1,8.0,205.7,,,,8,
15433,2779,Bulgarian Split Squat,lower_strength,2,8.0,183.9,,,,9,
15434,2779,Bulgarian Split Squat,lower_strength,3,8.0,173.7,,,,8,
15435,2779,Seated Calf Raise,lower_strength,1,10.0,216.4,,,,9,
15436,2779,Seated Calf Raise,lower_strength,2,10.0,195.3,,,,8,
15437,2779,Seated Calf Raise,lower_strength,3,10.0,190.5,,,,9,
15438,2780,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
15439,2780,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
15440,2782,Trap Bar Deadlift,lower_strength,1,5.0,113.5,,,,6,
15441,2782,Trap Bar Deadlift,lower_strength,2,5.0,153.3,,,,5,
15442,2782,Trap Bar Deadlift,lower_strength,3,5.0,196.4,,,,6,
15443,2782,Bulgarian Split Squat,lower_strength,1,8.0,112.2,,,,7,
15444,2782,Bulgarian Split Squat,lower_strength,2,8.0,148.6,,,,6,
15445,2782,Bulgarian Split Squat,lower_strength,3,8.0,92.3,,,,7,
15446,2784,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
15447,2784,Gameplay,volleyball,1,60.0,,,3600.0,,7,
15448,2786,Back Squat,lower_strength,1,6.0,165.3,,,,5,
15449,2786,Back Squat,lower_strength,2,6.0,163.7,,,,7,
15450,2786,Back Squat,lower_strength,3,6.0,109.3,,,,7,
15451,2786,Trap Bar Deadlift,lower_strength,1,5.0,145.6,,,,6,
15452,2786,Trap Bar Deadlift,lower_strength,2,5.0,173.8,,,,6,
15453,2786,Trap Bar Deadlift,lower_strength,3,5.0,229.5,,,,5,
15454,2786,Romanian Deadlift,lower_strength,1,8.0,154.0,,,,7,
15455,2786,Romanian Deadlift,lower_strength,2,8.0,148.4,,,,6,
15456,2786,Romanian Deadlift,lower_strength,3,8.0,195.2,,,,6,
15457,2786,Bulgarian Split Squat,lower_strength,1,8.0,179.0,,,,7,
15458,2786,Bulgarian Split Squat,lower_strength,2,8.0,140.5,,,,5,
15459,2786,Bulgarian Split Squat,lower_strength,3,8.0,193.7,,,,8,
15460,2787,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
15461,2789,Back Squat,lower_strength,1,6.0,200.4,,,,5,
15462,2789,Back Squat,lower_strength,2,6.0,180.4,,,,5,
15463,2789,Back Squat,lower_strength,3,6.0,69.3,,,,7,
15464,2789,Romanian Deadlift,lower_strength,1,8.0,227.0,,,,6,
15465,2789,Romanian Deadlift,lower_strength,2,8.0,102.0,,,,6,
15466,2789,Romanian Deadlift,lower_strength,3,8.0,171.7,,,,6,
15467,2789,Seated Calf Raise,lower_strength,1,10.0,61.2,,,,7,
15468,2789,Seated Calf Raise,lower_strength,2,10.0,154.4,,,,5,
15469,2789,Seated Calf Raise,lower_strength,3,10.0,153.1,,,,7,
15470,2790,Pogos,plyometric,1,20.0,,,,20.0,7,
15471,2790,Pogos,plyometric,2,20.0,,,,20.0,8,
15472,2790,Pogos,plyometric,3,20.0,,,,20.0,7,
15473,2790,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
15474,2790,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
15475,2790,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
15476,2791,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
15477,2791,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
15478,2791,Gameplay,volleyball,1,60.0,,,3600.0,,7,
15479,2792,Backward Treadmill Walk,recovery,1,,,,10.0,,6,
15480,2793,Back Squat,lower_strength,1,6.0,202.3,,,,7,
15481,2793,Back Squat,lower_strength,2,6.0,137.3,,,,8,
15482,2793,Back Squat,lower_strength,3,6.0,236.6,,,,7,
15483,2793,Trap Bar Deadlift,lower_strength,1,5.0,90.5,,,,6,
15484,2793,Trap Bar Deadlift,lower_strength,2,5.0,131.5,,,,7,
15485,2793,Trap Bar Deadlift,lower_strength,3,5.0,214.4,,,,7,
15486,2793,Romanian Deadlift,lower_strength,1,8.0,132.3,,,,6,
15487,2793,Romanian Deadlift,lower_strength,2,8.0,136.3,,,,7,
15488,2793,Romanian Deadlift,lower_strength,3,8.0,113.4,,,,7,
15489,2793,Bulgarian Split Squat,lower_strength,1,8.0,227.1,,,,8,
15490,2793,Bulgarian Split Squat,lower_strength,2,8.0,223.8,,,,7,
15491,2793,Bulgarian Split Squat,lower_strength,3,8.0,81.3,,,,6,
15492,2796,Back Squat,lower_strength,1,6.0,199.3,,,,7,
15493,2796,Back Squat,lower_strength,2,6.0,153.7,,,,6,
15494,2796,Back Squat,lower_strength,3,6.0,169.9,,,,7,
15495,2796,Trap Bar Deadlift,lower_strength,1,5.0,238.2,,,,7,
15496,2796,Trap Bar Deadlift,lower_strength,2,5.0,97.7,,,,7,
15497,2796,Trap Bar Deadlift,lower_strength,3,5.0,60.9,,,,8,
15498,2796,Seated Calf Raise,lower_strength,1,10.0,237.9,,,,7,
15499,2796,Seated Calf Raise,lower_strength,2,10.0,161.4,,,,5,
15500,2796,Seated Calf Raise,lower_strength,3,10.0,169.7,,,,6,
15501,2797,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
15502,2797,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
15503,2797,Approach Jumps,plyometric,3,4.0,,,,4.0,9,
15504,2797,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
15505,2797,Pogos,plyometric,1,20.0,,,,20.0,5,
15506,2797,Pogos,plyometric,2,20.0,,,,20.0,8,
15507,2797,Pogos,plyometric,3,20.0,,,,20.0,8,
15508,2797,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
15509,2797,Depth Jumps,plyometric,2,5.0,,,,5.0,9,
15510,2797,Depth Jumps,plyometric,3,5.0,,,,5.0,6,
15511,2797,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
15512,2797,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
15513,2797,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
15514,2798,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
15515,2800,Trap Bar Deadlift,lower_strength,1,5.0,203.5,,,,9,
15516,2800,Trap Bar Deadlift,lower_strength,2,5.0,127.4,,,,6,
15517,2800,Trap Bar Deadlift,lower_strength,3,5.0,124.8,,,,8,
15518,2800,Romanian Deadlift,lower_strength,1,8.0,153.6,,,,8,
15519,2800,Romanian Deadlift,lower_strength,2,8.0,213.8,,,,7,
15520,2800,Romanian Deadlift,lower_strength,3,8.0,86.4,,,,7,
15521,2800,Bulgarian Split Squat,lower_strength,1,8.0,198.3,,,,7,
15522,2800,Bulgarian Split Squat,lower_strength,2,8.0,193.8,,,,8,
15523,2800,Bulgarian Split Squat,lower_strength,3,8.0,162.4,,,,8,
15524,2800,Seated Calf Raise,lower_strength,1,10.0,92.8,,,,7,
15525,2800,Seated Calf Raise,lower_strength,2,10.0,92.0,,,,5,
15526,2800,Seated Calf Raise,lower_strength,3,10.0,123.2,,,,7,
15527,2801,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
15528,2801,Calf Iso Hold,isometric,1,,,,30.0,,2,
15529,2801,Calf Iso Hold,isometric,2,,,,30.0,,2,
15530,2801,Calf Iso Hold,isometric,3,,,,30.0,,3,
15531,2802,Back Squat,lower_strength,1,6.0,147.2,,,,8,
15532,2802,Back Squat,lower_strength,2,6.0,62.0,,,,7,
15533,2802,Back Squat,lower_strength,3,6.0,160.4,,,,7,
15534,2802,Romanian Deadlift,lower_strength,1,8.0,131.2,,,,7,
15535,2802,Romanian Deadlift,lower_strength,2,8.0,145.1,,,,7,
15536,2802,Romanian Deadlift,lower_strength,3,8.0,99.1,,,,9,
15537,2802,Seated Calf Raise,lower_strength,1,10.0,134.4,,,,9,
15538,2802,Seated Calf Raise,lower_strength,2,10.0,258.5,,,,7,
15539,2802,Seated Calf Raise,lower_strength,3,10.0,115.1,,,,9,
15540,2803,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
15541,2803,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
15542,2803,Gameplay,volleyball,1,60.0,,,3600.0,,6,
15543,2806,Approach Jumps,plyometric,1,4.0,,,,4.0,5,
15544,2806,Approach Jumps,plyometric,2,4.0,,,,4.0,5,
15545,2806,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
15546,2806,Approach Jumps,plyometric,4,4.0,,,,4.0,4,
15547,2806,Pogos,plyometric,1,20.0,,,,20.0,5,
15548,2806,Pogos,plyometric,2,20.0,,,,20.0,3,
15549,2806,Pogos,plyometric,3,20.0,,,,20.0,5,
15550,2806,Seated Box Jumps,plyometric,1,5.0,,,,5.0,5,
15551,2806,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
15552,2806,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
15553,2807,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
15554,2807,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
15555,2807,Gameplay,volleyball,1,60.0,,,3600.0,,8,
15556,2808,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
15557,2808,Spanish Squat Iso Hold,isometric,1,,,,30.0,,3,
15558,2808,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
15559,2808,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
15560,2810,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
15561,2810,Serve Receive,volleyball,1,20.0,,,1200.0,,10,
15562,2810,Gameplay,volleyball,1,60.0,,,3600.0,,9,
15563,2812,Back Squat,lower_strength,1,6.0,170.4,,,,8,
15564,2812,Back Squat,lower_strength,2,6.0,149.4,,,,8,
15565,2812,Back Squat,lower_strength,3,6.0,115.9,,,,6,
15566,2812,Trap Bar Deadlift,lower_strength,1,5.0,195.3,,,,7,
15567,2812,Trap Bar Deadlift,lower_strength,2,5.0,122.5,,,,7,
15568,2812,Trap Bar Deadlift,lower_strength,3,5.0,73.2,,,,6,
15569,2812,Bulgarian Split Squat,lower_strength,1,8.0,203.8,,,,8,
15570,2812,Bulgarian Split Squat,lower_strength,2,8.0,151.5,,,,8,
15571,2812,Bulgarian Split Squat,lower_strength,3,8.0,180.1,,,,8,
15572,2812,Seated Calf Raise,lower_strength,1,10.0,92.1,,,,6,
15573,2812,Seated Calf Raise,lower_strength,2,10.0,168.6,,,,7,
15574,2812,Seated Calf Raise,lower_strength,3,10.0,170.4,,,,7,
15575,2813,Pogos,plyometric,1,20.0,,,,20.0,10,
15576,2813,Pogos,plyometric,2,20.0,,,,20.0,8,
15577,2813,Pogos,plyometric,3,20.0,,,,20.0,9,
15578,2813,Seated Box Jumps,plyometric,1,5.0,,,,5.0,10,
15579,2813,Seated Box Jumps,plyometric,2,5.0,,,,5.0,10,
15580,2813,Seated Box Jumps,plyometric,3,5.0,,,,5.0,10,
15581,2814,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
15582,2814,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
15583,2815,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
15584,2815,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
15585,2815,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
15586,2815,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
15587,2816,Back Squat,lower_strength,1,6.0,105.6,,,,5,
15588,2816,Back Squat,lower_strength,2,6.0,172.5,,,,7,
